                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.0525,                 1.0581,                 1.3174,                0.86631,                0.82483,                 0.9038,                0.68709,                0.94534,                 0.7535,                 1.2282,             0.00078228,             0.00078228,             0.00078228
                     19,                 1.0568,                 1.0339,                 1.3111,                0.89645,                 0.8364,                0.91944,                0.71213,                0.90498,                0.71267,                  1.193,             0.00074186,             0.00074186,             0.00074186
                     20,                 1.0501,                 1.0257,                 1.3141,                0.89425,                0.84139,                0.92283,                  0.727,                0.89091,                0.68153,                 1.1831,             0.00070143,             0.00070143,             0.00070143
                     21,                 1.0327,                 1.0034,                  1.302,                0.89916,                0.85369,                0.92922,                0.72549,                0.87924,                0.69259,                 1.1715,             0.00066101,             0.00066101,             0.00066101
                     22,                  1.009,                0.99816,                 1.2859,                0.90277,                0.86071,                0.93527,                 0.7412,                0.87121,                0.65446,                 1.1619,             0.00062059,             0.00062059,             0.00062059
                     23,                0.99555,                0.94649,                 1.2659,                0.92246,                0.86516,                0.93934,                0.74646,                0.85184,                0.62251,                 1.1508,             0.00062059,             0.00062059,             0.00062059
                     24,                0.95265,                0.90956,                  1.245,                0.92584,                 0.8706,                0.94468,                0.75931,                0.84111,                0.60022,                   1.14,             0.00053975,             0.00053975,             0.00053975
                     25,                0.94742,                0.87775,                 1.2314,                0.92316,                0.88475,                0.95045,                0.76585,                0.82323,                0.57921,                 1.1279,             0.00049933,             0.00049933,             0.00049933
                     26,                0.90733,                0.71633,                 1.2215,                0.92476,                0.88132,                 0.9481,                 0.7609,                0.82811,                0.58107,                 1.1239,             0.00045891,             0.00045891,             0.00045891
                     27,                0.87835,                0.66299,                 1.2114,                0.92746,                0.89393,                0.95206,                0.77661,                 0.7997,                 0.5601,                 1.1122,             0.00041849,             0.00041849,             0.00041849
                     28,                0.85466,                0.62895,                  1.197,                0.94314,                 0.9084,                0.95882,                0.78988,                0.77906,                 0.5258,                   1.09,             0.00037807,             0.00037807,             0.00037807
                     29,                0.83016,                0.60563,                 1.1705,                0.93038,                0.91579,                0.96132,                0.79849,                 0.7573,                0.50803,                 1.0781,             0.00033765,             0.00033765,             0.00033765
                     30,                 0.8138,                0.58465,                  1.162,                0.95838,                0.91422,                0.96611,                0.80953,                0.73896,                0.49085,                 1.0613,             0.00029723,             0.00029723,             0.00029723
                     31,                0.78686,                0.56677,                 1.1352,                0.93816,                 0.9263,                0.96748,                0.81221,                0.73409,                0.47878,                 1.0578,             0.00025681,             0.00025681,             0.00025681
                     32,                0.77927,                0.54777,                 1.1383,                0.95332,                0.92612,                0.97115,                0.82116,                0.71714,                0.45706,                 1.0454,             0.00021639,             0.00021639,             0.00021639
                     33,                0.77274,                0.53785,                 1.1313,                0.95451,                0.93416,                0.97226,                0.82415,                0.70051,                0.44563,                 1.0364,             0.00017597,             0.00017597,             0.00017597
                     34,                0.74405,                0.52224,                 1.1085,                0.96753,                0.93018,                0.97369,                0.83032,                0.68402,                0.43545,                 1.0262,             0.00013555,             0.00013555,             0.00013555
                     35,                 0.7368,                0.50145,                 1.1118,                0.96552,                0.93807,                0.97521,                0.83518,                0.67573,                0.42135,                 1.0206,             9.5131e-05,             9.5131e-05,             9.5131e-05
