                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.0275,                 1.3323,                 1.4273,                0.79565,                0.69873,                 0.7963,                0.55722,                 1.0366,                 1.0687,                 1.4604,             0.00086312,             0.00086312,             0.00086312
                     17,                 1.0039,                 1.2831,                  1.403,                0.80355,                0.73186,                0.81874,                0.58309,                0.97868,                0.96562,                 1.3959,              0.0008227,              0.0008227,              0.0008227
                     18,                0.99958,                 1.2533,                 1.4031,                0.81166,                0.74468,                 0.8324,                0.59925,                0.95981,                0.92326,                  1.375,             0.00078228,             0.00078228,             0.00078228
                     19,                 0.9874,                 1.2158,                  1.387,                0.80923,                0.75375,                0.83417,                0.60723,                0.94231,                0.90532,                 1.3592,             0.00074186,             0.00074186,             0.00074186
                     20,                0.97104,                 1.1934,                 1.3777,                0.83553,                0.76347,                0.85388,                0.63743,                0.89534,                0.86477,                 1.3257,             0.00070143,             0.00070143,             0.00070143
                     21,                0.95608,                 1.1513,                 1.3667,                0.81938,                0.75104,                0.84699,                0.62026,                0.91929,                0.89328,                 1.3354,             0.00066101,             0.00066101,             0.00066101
                     22,                0.94345,                 1.1434,                 1.3528,                0.84413,                0.78399,                0.86908,                 0.6524,                0.87589,                 0.8072,                 1.2996,             0.00062059,             0.00062059,             0.00062059
                     23,                0.92306,                 1.1071,                  1.339,                0.85382,                0.78992,                0.87677,                0.66424,                0.85744,                0.78057,                 1.2837,             0.00058017,             0.00058017,             0.00058017
                     24,                0.90734,                 1.0695,                 1.3273,                0.84995,                0.80828,                0.88034,                0.66815,                 0.8512,                0.77714,                  1.276,             0.00053975,             0.00053975,             0.00053975
                     25,                0.89244,                  1.053,                 1.3169,                0.86831,                0.80992,                0.88782,                0.68074,                0.82583,                0.73833,                 1.2464,             0.00049933,             0.00049933,             0.00049933
                     26,                0.83107,                0.85978,                 1.3047,                0.87552,                0.82449,                 0.9011,                0.69825,                0.78778,                0.69584,                 1.2169,             0.00045891,             0.00045891,             0.00045891
                     27,                0.79044,                0.78185,                 1.2736,                0.89086,                0.82835,                0.90837,                0.71439,                0.76279,                 0.6553,                 1.1932,             0.00041849,             0.00041849,             0.00041849
                     28,                0.77688,                0.76454,                  1.257,                 0.8835,                0.85154,                0.91823,                 0.7362,                0.73271,                0.61734,                 1.1611,             0.00037807,             0.00037807,             0.00037807
                     29,                0.75401,                0.70899,                 1.2462,                0.89551,                0.85166,                0.92306,                0.74278,                0.72198,                0.60033,                 1.1546,             0.00033765,             0.00033765,             0.00033765
                     30,                0.73525,                0.68865,                 1.2249,                0.89314,                0.86693,                0.92848,                0.75452,                0.70419,                0.57287,                 1.1384,             0.00029723,             0.00029723,             0.00029723
                     31,                0.72083,                0.65475,                 1.2149,                0.91069,                0.87254,                 0.9363,                 0.7662,                0.67927,                0.53793,                 1.1169,             0.00025681,             0.00025681,             0.00025681
                     32,                0.70408,                0.63007,                 1.2018,                 0.9168,                0.88089,                0.94003,                0.77354,                0.66229,                0.51969,                 1.1018,             0.00021639,             0.00021639,             0.00021639
                     33,                0.68544,                 0.6022,                 1.1871,                  0.914,                0.89174,                 0.9438,                0.78357,                0.64604,                0.50062,                 1.0908,             0.00017597,             0.00017597,             0.00017597
