                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.4581,                 2.1756,                 1.8457,                0.54849,                 0.3911,                0.41403,                0.25794,                 1.5427,                 1.9354,                  1.992,               0.008812,               0.008812,               0.008812
                     14,                 1.4358,                 2.1235,                 1.8192,                0.55451,                0.41206,                0.44417,                 0.2872,                 1.4742,                 1.9269,                 1.9395,               0.008713,               0.008713,               0.008713
                     15,                 1.4205,                 2.0723,                 1.8024,                0.56134,                0.41656,                 0.4632,                0.29396,                 1.4798,                 1.8225,                 1.9527,               0.008614,               0.008614,               0.008614
                     16,                 1.4054,                  2.044,                 1.7881,                0.54744,                0.43557,                 0.4738,                0.30196,                 1.4727,                 1.8135,                 1.9175,               0.008515,               0.008515,               0.008515
                     17,                 1.3834,                 2.0095,                 1.7759,                0.64371,                0.42509,                0.49117,                0.31946,                 1.4531,                 1.7264,                 1.8932,               0.008416,               0.008416,               0.008416
                     18,                 1.3628,                 1.9699,                 1.7575,                0.60297,                0.46443,                0.49976,                0.32909,                  1.443,                 1.7272,                 1.9045,               0.008317,               0.008317,               0.008317
                     19,                 1.3623,                 1.9462,                 1.7491,                0.61663,                  0.463,                0.51438,                0.33007,                 1.4498,                 1.6668,                  1.897,               0.008218,               0.008218,               0.008218
                     20,                 1.3592,                 1.9211,                 1.7436,                0.63567,                0.47544,                0.53102,                0.34594,                 1.4056,                 1.6171,                 1.8727,               0.008119,               0.008119,               0.008119
                     21,                 1.3356,                 1.8818,                 1.7232,                0.66116,                0.45785,                0.52427,                 0.3436,                 1.4162,                  1.593,                 1.8694,                0.00802,                0.00802,                0.00802
                     22,                 1.3263,                 1.8595,                 1.7095,                0.63615,                0.48857,                0.54056,                0.35911,                 1.3791,                 1.5758,                 1.8359,               0.007921,               0.007921,               0.007921
                     23,                 1.3173,                  1.845,                 1.6982,                0.71303,                0.46763,                0.55965,                0.37046,                 1.3705,                  1.551,                  1.825,               0.007822,               0.007822,               0.007822
                     24,                 1.3021,                 1.7929,                 1.6921,                 0.6383,                0.49405,                0.55489,                0.36879,                 1.3784,                 1.5355,                 1.8241,               0.007723,               0.007723,               0.007723
                     25,                 1.2908,                 1.7935,                 1.6832,                0.68738,                0.50683,                 0.5778,                0.38396,                 1.3595,                 1.4648,                 1.8095,               0.007624,               0.007624,               0.007624
                     26,                 1.2848,                 1.7709,                 1.6726,                0.69062,                0.49685,                0.56672,                0.37684,                 1.3635,                 1.5087,                  1.796,               0.007525,               0.007525,               0.007525
                     27,                 1.2747,                 1.7438,                  1.666,                0.68776,                0.52184,                0.58889,                0.39276,                 1.3473,                 1.4657,                 1.7843,               0.007426,               0.007426,               0.007426
                     28,                  1.276,                 1.7266,                 1.6638,                 0.6813,                 0.5149,                0.58704,                0.38895,                 1.3447,                 1.5096,                 1.7911,               0.007327,               0.007327,               0.007327
                     29,                 1.2598,                 1.6954,                 1.6472,                0.66675,                0.52417,                0.58697,                0.39319,                 1.3345,                 1.4578,                 1.7688,               0.007228,               0.007228,               0.007228
                     30,                 1.2671,                 1.6957,                 1.6501,                0.71915,                0.53261,                0.61196,                0.40598,                 1.3401,                 1.4366,                 1.7652,               0.007129,               0.007129,               0.007129
                     31,                 1.2377,                 1.6411,                 1.6327,                0.69802,                0.54359,                0.60483,                 0.4082,                  1.318,                 1.3949,                 1.7451,                0.00703,                0.00703,                0.00703
                     32,                  1.238,                 1.6453,                 1.6308,                0.71546,                 0.5531,                0.62311,                0.42051,                 1.3101,                 1.3832,                 1.7507,               0.006931,               0.006931,               0.006931
                     33,                 1.2339,                 1.6306,                 1.6222,                0.69626,                0.54203,                0.62448,                0.42022,                 1.2948,                 1.3564,                 1.7247,               0.006832,               0.006832,               0.006832
                     34,                 1.2284,                 1.5965,                 1.6121,                0.72474,                0.55256,                0.63685,                0.42438,                  1.321,                 1.3258,                  1.743,               0.006733,               0.006733,               0.006733
                     35,                 1.2034,                 1.5842,                 1.5985,                0.69409,                0.58143,                0.64199,                0.43042,                 1.2822,                 1.3367,                 1.7363,               0.006634,               0.006634,               0.006634
                     36,                 1.2114,                 1.5632,                 1.6042,                0.71464,                0.58216,                0.64833,                0.43939,                 1.2844,                 1.2855,                 1.7244,               0.006535,               0.006535,               0.006535
                     37,                 1.2015,                 1.5443,                 1.5964,                0.76355,                0.55881,                0.64765,                0.44172,                 1.2831,                 1.2933,                 1.7276,               0.006436,               0.006436,               0.006436
                     38,                 1.1955,                 1.5351,                   1.59,                0.71142,                0.59462,                0.65022,                0.44136,                  1.264,                 1.2829,                 1.6923,               0.006337,               0.006337,               0.006337
                     39,                  1.188,                 1.5052,                 1.5776,                0.71885,                0.59273,                0.65404,                0.44358,                 1.2765,                 1.2443,                 1.6985,               0.006238,               0.006238,               0.006238
                     40,                 1.1827,                 1.5086,                  1.576,                 0.7425,                0.58072,                0.66125,                 0.4488,                 1.2627,                 1.2556,                 1.6903,               0.006139,               0.006139,               0.006139
                     41,                  1.188,                  1.489,                 1.5727,                0.74668,                0.59273,                0.67042,                 0.4568,                 1.2642,                 1.2226,                 1.6943,                0.00604,                0.00604,                0.00604
                     42,                 1.1693,                 1.4731,                 1.5625,                0.72717,                0.60203,                0.67109,                0.46102,                 1.2506,                 1.2318,                 1.6842,               0.005941,               0.005941,               0.005941
                     43,                 1.1796,                 1.4695,                 1.5678,                0.73428,                0.61278,                0.67969,                0.46554,                 1.2649,                 1.2087,                 1.6815,               0.005842,               0.005842,               0.005842
                     44,                  1.154,                 1.4415,                 1.5527,                0.78479,                0.58517,                0.67541,                0.46512,                 1.2537,                 1.2106,                 1.6739,               0.005743,               0.005743,               0.005743
                     45,                 1.1534,                 1.4307,                  1.543,                0.76934,                0.58699,                0.68282,                0.47253,                 1.2398,                 1.2067,                 1.6631,               0.005644,               0.005644,               0.005644
                     46,                 1.1626,                 1.4195,                 1.5486,                0.74462,                0.61554,                0.69568,                0.48049,                 1.2401,                  1.171,                 1.6577,               0.005545,               0.005545,               0.005545
                     47,                 1.1537,                 1.4235,                 1.5403,                0.78407,                0.61131,                0.69682,                0.48208,                 1.2454,                 1.1708,                 1.6646,               0.005446,               0.005446,               0.005446
                     48,                 1.1312,                 1.3789,                 1.5269,                0.78453,                0.60073,                0.69315,                0.47709,                 1.2307,                 1.1759,                 1.6535,               0.005347,               0.005347,               0.005347
                     49,                 1.1325,                 1.3793,                 1.5274,                0.77981,                 0.6017,                0.69618,                0.48009,                 1.2281,                 1.1695,                 1.6558,               0.005248,               0.005248,               0.005248
                     50,                 1.1309,                 1.3717,                 1.5251,                0.79228,                0.61109,                0.70911,                0.48713,                  1.231,                   1.16,                 1.6456,               0.005149,               0.005149,               0.005149
                     51,                 1.1293,                 1.3521,                  1.517,                0.78462,                0.61724,                0.70605,                 0.4885,                 1.2228,                 1.1441,                  1.642,                0.00505,                0.00505,                0.00505
                     52,                 1.1238,                 1.3539,                 1.5217,                0.77807,                0.63043,                0.71571,                0.49486,                 1.2178,                 1.1265,                 1.6335,               0.004951,               0.004951,               0.004951
                     53,                 1.1083,                 1.3179,                 1.5038,                0.77098,                0.63947,                0.71184,                0.49619,                 1.2133,                 1.1317,                 1.6409,               0.004852,               0.004852,               0.004852
                     54,                 1.1146,                 1.3104,                 1.5037,                0.78526,                0.63249,                0.71684,                0.50081,                 1.2083,                 1.1026,                 1.6291,               0.004753,               0.004753,               0.004753
                     55,                 1.1033,                 1.3072,                 1.4935,                0.77811,                 0.6418,                0.72166,                0.50508,                 1.2207,                 1.1074,                 1.6377,               0.004654,               0.004654,               0.004654
                     56,                 1.1046,                 1.3013,                 1.4932,                0.80084,                0.61992,                0.71853,                0.50159,                 1.2115,                 1.1078,                 1.6327,               0.004555,               0.004555,               0.004555
                     57,                 1.0889,                 1.2753,                 1.4828,                0.77756,                 0.6533,                0.72746,                0.50466,                 1.2049,                 1.1005,                 1.6307,               0.004456,               0.004456,               0.004456
                     58,                 1.0957,                 1.2769,                 1.4788,                0.76589,                0.65122,                0.72365,                0.50755,                 1.1967,                 1.0879,                 1.6253,               0.004357,               0.004357,               0.004357
                     59,                 1.0831,                 1.2589,                 1.4782,                0.76302,                0.66058,                0.72531,                0.50799,                 1.2066,                 1.0733,                 1.6221,               0.004258,               0.004258,               0.004258
                     60,                 1.0716,                  1.235,                 1.4731,                 0.7879,                0.64607,                0.73191,                0.51029,                  1.201,                 1.0841,                 1.6243,               0.004159,               0.004159,               0.004159
                     61,                 1.0765,                 1.2516,                  1.466,                0.79504,                0.64966,                0.73643,                0.51374,                 1.2027,                 1.0499,                 1.6216,                0.00406,                0.00406,                0.00406
                     62,                 1.0782,                 1.2385,                 1.4768,                0.76531,                0.67338,                0.73552,                0.51431,                 1.2041,                 1.0554,                 1.6218,               0.003961,               0.003961,               0.003961
                     63,                 1.0755,                 1.2229,                 1.4677,                  0.793,                0.64833,                0.73381,                0.51378,                 1.1953,                  1.052,                 1.6169,               0.003862,               0.003862,               0.003862
                     64,                 1.0566,                 1.2102,                 1.4543,                0.78028,                0.65311,                 0.7396,                0.51881,                 1.1976,                 1.0511,                 1.6118,               0.003763,               0.003763,               0.003763
                     65,                 1.0587,                 1.2047,                 1.4545,                0.81597,                0.63409,                0.73559,                0.51936,                 1.1882,                 1.0499,                 1.6055,               0.003664,               0.003664,               0.003664
                     66,                 1.0392,                 1.1637,                 1.4342,                0.79175,                0.64853,                  0.737,                0.51706,                  1.194,                  1.047,                 1.6078,               0.003565,               0.003565,               0.003565
                     67,                 1.0447,                 1.1788,                 1.4398,                0.80296,                0.65543,                0.74013,                0.52075,                 1.1832,                  1.034,                 1.6004,               0.003466,               0.003466,               0.003466
                     68,                 1.0454,                 1.1677,                 1.4443,                0.78205,                0.66866,                0.74227,                0.52164,                 1.1863,                 1.0212,                 1.6062,               0.003367,               0.003367,               0.003367
                     69,                 1.0397,                 1.1596,                 1.4338,                0.80463,                0.65746,                0.74547,                0.52385,                 1.1916,                  1.025,                  1.615,               0.003268,               0.003268,               0.003268
                     70,                 1.0437,                 1.1594,                 1.4341,                0.81532,                0.66094,                0.74787,                0.52657,                 1.1904,                 1.0162,                 1.6114,               0.003169,               0.003169,               0.003169
                     71,                 1.0347,                 1.1404,                 1.4336,                0.81876,                0.65306,                0.75287,                0.52998,                 1.1835,                 1.0073,                 1.5966,                0.00307,                0.00307,                0.00307
                     72,                 1.0324,                  1.141,                 1.4284,                0.79401,                0.67317,                0.75444,                0.52703,                 1.1861,                 1.0088,                 1.6019,               0.002971,               0.002971,               0.002971
                     73,                 1.0199,                 1.1213,                 1.4167,                0.80445,                 0.6689,                0.75755,                  0.533,                 1.1809,                 1.0052,                 1.6014,               0.002872,               0.002872,               0.002872
                     74,                 1.0195,                 1.1178,                 1.4168,                 0.7929,                 0.6777,                0.75519,                0.53186,                  1.179,                 0.9987,                 1.5973,               0.002773,               0.002773,               0.002773
                     75,                 1.0255,                 1.1226,                 1.4215,                0.80598,                0.67332,                0.75556,                0.53448,                 1.1859,                0.99645,                 1.6039,               0.002674,               0.002674,               0.002674
                     76,                  1.013,                 1.0929,                 1.4085,                0.81701,                0.67053,                0.75957,                0.53461,                 1.1826,                0.99296,                 1.6029,               0.002575,               0.002575,               0.002575
                     77,                0.99621,                 1.0828,                 1.3986,                0.82198,                0.67476,                 0.7589,                0.53419,                 1.1829,                0.98584,                 1.6035,               0.002476,               0.002476,               0.002476
                     78,                 1.0067,                 1.0888,                 1.4045,                0.82534,                0.66751,                0.75766,                 0.5377,                 1.1766,                0.98804,                 1.5968,               0.002377,               0.002377,               0.002377
                     79,                0.99335,                 1.0669,                 1.3988,                0.79549,                 0.6822,                0.76032,                0.54004,                 1.1743,                0.98723,                 1.5994,               0.002278,               0.002278,               0.002278
                     80,                0.99145,                 1.0801,                  1.395,                0.80933,                0.68715,                0.76228,                0.53966,                 1.1722,                 0.9751,                 1.5982,               0.002179,               0.002179,               0.002179
                     81,                0.98306,                 1.0551,                 1.3871,                0.82359,                0.67841,                 0.7636,                0.54134,                 1.1728,                0.97328,                 1.5969,                0.00208,                0.00208,                0.00208
                     82,                0.98111,                  1.044,                 1.3837,                0.83047,                0.66921,                0.76513,                0.54205,                 1.1724,                0.97529,                 1.5951,               0.001981,               0.001981,               0.001981
                     83,                0.98193,                 1.0411,                 1.3864,                0.80743,                0.69337,                0.76868,                0.54306,                 1.1706,                0.96788,                 1.5908,               0.001882,               0.001882,               0.001882
                     84,                0.97079,                 1.0366,                 1.3752,                0.83256,                0.67862,                0.76709,                0.54452,                 1.1676,                0.96296,                 1.5891,               0.001783,               0.001783,               0.001783
                     85,                0.97048,                  1.032,                 1.3729,                0.81328,                0.69045,                0.76667,                0.54537,                 1.1656,                0.96282,                 1.5881,               0.001684,               0.001684,               0.001684
                     86,                0.96247,                 1.0163,                 1.3673,                 0.8165,                0.68725,                0.76646,                0.54558,                 1.1668,                0.96183,                 1.5894,               0.001585,               0.001585,               0.001585
                     87,                0.96324,                 1.0158,                 1.3715,                0.82208,                 0.6875,                0.76712,                0.54335,                   1.17,                0.95989,                 1.5936,               0.001486,               0.001486,               0.001486
                     88,                0.95503,                0.99973,                 1.3601,                0.81272,                0.69633,                0.76772,                0.54447,                 1.1704,                0.95636,                 1.5933,               0.001387,               0.001387,               0.001387
                     89,                0.95467,                0.99324,                 1.3636,                 0.8152,                0.69263,                0.76885,                0.54501,                 1.1709,                0.95733,                 1.5941,               0.001288,               0.001288,               0.001288
                     90,                0.94891,                0.98859,                 1.3541,                0.81427,                0.69275,                0.77013,                0.54451,                 1.1719,                0.95822,                  1.595,               0.001189,               0.001189,               0.001189
                     91,                 0.8589,                0.73015,                 1.2961,                0.82652,                0.68275,                0.77186,                0.54666,                 1.1678,                0.95385,                 1.5949,                0.00109,                0.00109,                0.00109
                     92,                0.83829,                0.68556,                 1.2803,                0.82336,                0.68551,                0.77186,                0.54717,                 1.1642,                0.94877,                 1.5943,               0.000991,               0.000991,               0.000991
                     93,                0.82273,                0.67046,                 1.2667,                0.82867,                0.68411,                  0.773,                 0.5477,                  1.162,                 0.9468,                 1.5962,               0.000892,               0.000892,               0.000892
                     94,                0.81927,                0.66767,                 1.2693,                0.83481,                0.68143,                0.77171,                 0.5486,                 1.1631,                0.94616,                 1.6018,               0.000793,               0.000793,               0.000793
                     95,                0.81311,                0.66197,                 1.2637,                0.82926,                0.68148,                0.77184,                0.54876,                  1.164,                0.94269,                 1.6053,               0.000694,               0.000694,               0.000694
                     96,                0.80694,                0.64577,                 1.2554,                0.83376,                0.67735,                0.77091,                0.54797,                 1.1659,                0.94243,                 1.6102,               0.000595,               0.000595,               0.000595
                     97,                0.79403,                0.64152,                 1.2507,                0.83593,                0.67899,                0.76937,                0.54841,                 1.1673,                0.94277,                 1.6112,               0.000496,               0.000496,               0.000496
                     98,                 0.7905,                0.62924,                 1.2468,                0.83003,                0.68762,                0.77028,                0.54766,                 1.1676,                0.94305,                 1.6133,               0.000397,               0.000397,               0.000397
                     99,                0.78271,                0.62276,                 1.2347,                0.82713,                0.68868,                0.77087,                0.54849,                 1.1692,                0.94576,                 1.6159,               0.000298,               0.000298,               0.000298
                    100,                0.78215,                0.61476,                 1.2322,                 0.8325,                0.68338,                0.77119,                0.54804,                 1.1699,                0.94623,                  1.617,               0.000199,               0.000199,               0.000199
